original_index,stemmed,clean_final
2485,"['hoyo', 'favorite', 'hsr', 'goated', 'kategori', 'free', 'bayangin', 'story', 'graphic', 'bagus', 'gratis', 'side', 'quest', 'tarik', 'puzzle', 'tantang', 'desain', 'karakter', 'tawan', 'poin', 'plus', 'lupa', 'baik', 'dev', 'karakter', 'gratis', 'bansos', 'player', 'star', 'drama']",hoyo favorite hsr goated kategori free bayangin story graphic bagus gratis side quest tarik puzzle tantang desain karakter tawan poin plus lupa baik dev karakter gratis bansos player star drama
2486,"['saudara', 'yah', 'kikir', 'yah']",saudara yah kikir yah
2487,"['suka', 'karakter']",suka karakter
2488,"['karakter', 'bintang', 'kecewa']",karakter bintang kecewa
2489,"['hsr', 'kurleb', 'nyaman', 'storynya', 'story', 'amphoreus', 'kakak', 'staf', 'hsr', 'moga', 'depan', 'kembang', 'oiya', 'ngeluh', 'dikit', 'hoki', 'problem', 'sedih', 'akun', 'bener', 'bener', 'susah', 'dapetin', 'karakter']",hsr kurleb nyaman storynya story amphoreus kakak staf hsr moga depan kembang oiya ngeluh dikit hoki problem sedih akun bener bener susah dapetin karakter
2490,"['well', 'written', 'one', 'hi']",well written one hi
2491,"['inovasi', 'cuman', 'minus', 'ngerti', 'suka', 'global', 'passive', 'gacha', 'hidup', 'susah', 'global', 'passive', 'bantu', 'powercreep', 'inflation', 'opinion']",inovasi cuman minus ngerti suka global passive gacha hidup susah global passive bantu powercreep inflation opinion
2492,"['pwercreep', 'mulu', 'char', 'imbang', 'dah', 'bye']",pwercreep mulu char imbang dah bye
2493,[],
2494,"['rating', 'bintang', 'fomo']",rating bintang fomo
2495,"['butuh', 'fitur', 'skip', 'story']",butuh fitur skip story
2496,['story'],story
2497,"['turn', 'base', 'animasi', 'cerita', 'susun', 'betah', 'event', 'kalah', 'tarik', 'hadiah', 'event', 'kalah', 'limpah', 'hoyo']",turn base animasi cerita susun betah event kalah tarik hadiah event kalah limpah hoyo
2498,"['seruu', 'nyaaa', 'aventurine', 'bkin', 'char', 'ganteng', 'minn']",seruu nyaaa aventurine bkin char ganteng minn
2499,"['update', 'tinggal', 'ngerepotin', 'bintang', 'banyak', 'ikut', 'jir']",update tinggal ngerepotin bintang banyak ikut jir
2500,[],
2501,['bre'],bre
2502,['baguss'],baguss
2503,"['full', 'bansos']",full bansos
2504,['b'],b
2505,[],
2506,"['nyiptain', 'bagus', 'lanjut', 'storynya']",nyiptain bagus lanjut storynya
2507,['dukung'],dukung
2508,"['musuh', 'susah', 'ngab']",musuh susah ngab
2509,['baik'],baik
2510,"['powercreep', 'gacha', 'character', 'versi', 'contoh', 'sw', 'rilis', 'gacha', 'kirain', 'op', 'implant', 'weakness', 'sw', 'jatuh', 'lihat', 'leak', 'anaxa', 'jatuh', 'blade', 'clear', 'moc', 'enak', 'nyoba', 'blade', 'moc', 'disupport', 'sparkle', 'dkk', 'susah', 'nembus', 'musuh', 'b', 'dikit', 'moc', 'pf', 'selesai', 'bener', 'tau', 'story', 'suka']",powercreep gacha character versi contoh sw rilis gacha kirain op implant weakness sw jatuh lihat leak anaxa jatuh blade clear moc enak nyoba blade moc disupport sparkle dkk susah nembus musuh b dikit moc pf selesai bener tau story suka
2511,"['hapus', 'inflasi', 'darah', 'musuh']",hapus inflasi darah musuh
2512,"['sabar', 'nungguin', 'bini', 'castorice']",sabar nungguin bini castorice
2513,"['gas', 'gacha', 'castorice', 'peduli', 'global', 'pasif', 'protes', 'tetep', 'lanjut', 'hsr', 'lihat', 'iklan', 'feixiao', 'castorice', 'biar', 'protes', 'global', 'pasif', 'inti', 'ge', 'ttp', 'gacha', 'gesek', 'dev', 'hsr']",gas gacha castorice peduli global pasif protes tetep lanjut hsr lihat iklan feixiao castorice biar protes global pasif inti ge ttp gacha gesek dev hsr
2514,"['jatuh', 'dapat', 'mari', 'pensi', 'powercreep', 'kondusif', 'musuh', 'tebal', 'ret', 'mulu', 'monthly', 'ktinggalan']",jatuh dapat mari pensi powercreep kondusif musuh tebal ret mulu monthly ktinggalan
2515,"['power', 'creep', 'kejar', 'inflasi', 'gila', 'gila', 'global', 'passive', 'whaler', 'nyuruh', 'pensi', 'pensi', 'kali']",power creep kejar inflasi gila gila global passive whaler nyuruh pensi pensi kali
2516,[],
2517,"['rating', 'b', 'fomo', 'player', 'f', 'p']",rating b fomo player f p
2518,['bft'],bft
2519,"['suka', 'mudah', 'reward', 'story', 'semenjak', 'update', 'sulit', 'main', 'wajib', 'gacha', 'baner', 'menyelasaikan', 'moc', 'henti', 'main', 'gin', 'karna', 'paksa', 'powercrip', 'gila']",suka mudah reward story semenjak update sulit main wajib gacha baner menyelasaikan moc henti main gin karna paksa powercrip gila
2520,"['maen', 'dr', 'rilis', 'story', 'belobog', 'simpel', 'char', 'kepake', 'pake', 'char', 'b', 'tantang', 'skrg', 'stlh', 'acheron', 'rilis', 'lihat', 'story', 'susah', 'puzzle', 'msk', 'akal', 'simpel', 'tele', 'tele', 'char', 'rusak', 'char', 'b', 'guna', 'paksa', 'ambil', 'char', 'rilis', 'kalah', 'rate', 'banner', 'kalah', 'rate', 'survive', 'char', 'paksa', 'hrs', 'char', 'akhirny', 'top', 'grinding', 'kalah']",maen dr rilis story belobog simpel char kepake pake char b tantang skrg stlh acheron rilis lihat story susah puzzle msk akal simpel tele tele char rusak char b guna paksa ambil char rilis kalah rate banner kalah rate survive char paksa hrs char akhirny top grinding kalah
2521,[],
2522,"['bilang', 'global', 'pasive', 'ngerusak', 'yh', 'tinggal', 'gacha', 'anjim', 'competitive', 'jng', 'aneh', 'deh']",bilang global pasive ngerusak yh tinggal gacha anjim competitive jng aneh deh
2523,[],
2524,"['bener', 'bener', 'gila', 'gokil', 'manja', 'mata', 'rate', 'bintang', 'demen', 'powercreep', 'passive', 'global', 'bro', 'turn', 'base', 'wajar', 'begituu', 'tinggal', 'maksimal', 'kasi', 'absolute', 'cema']",bener bener gila gokil manja mata rate bintang demen powercreep passive global bro turn base wajar begituu tinggal maksimal kasi absolute cema
2525,"['benci', 'orang', 'orang', 'protes', 'bingung', 'ken', 'turunin', 'rating']",benci orang orang protes bingung ken turunin rating
2526,"['rill', 'fekk']",rill fekk
2527,"['story', 'tingkat', 'developer', 'suka']",story tingkat developer suka
2528,"['power', 'creep', 'cari', 'uang', 'char', 'op', 'ampas', 'gin', 'malas', 'bet', 'lanjut', 'sepi']",power creep cari uang char op ampas gin malas bet lanjut sepi
2529,[],
2530,"['sebagain', 'f', 'p', 'ramah', 'rate', 'bintang', 'skill', 'issue', 'parah', 'f', 'p', 'mau']",sebagain f p ramah rate bintang skill issue parah f p mau
2531,['tai'],tai
2532,"['story', 'ngebosenin', 'mc', 'kaku', 'bansos', 'lumayan', 'map', 'semi', 'open', 'word', 'pusing', 'desain', 'karakter', 'mohon', 'karakter', 'myden', 'spin', 'inti', 'rekomen']",story ngebosenin mc kaku bansos lumayan map semi open word pusing desain karakter mohon karakter myden spin inti rekomen
2533,"['sederhana', 'nyaman', 'ivent', 'gacha', 'mudah', 'story', 'penacony']",sederhana nyaman ivent gacha mudah story penacony
2534,"['turn', 'base', 'rpg', 'recommended', 'segi', 'cerita', 'recommended']",turn base rpg recommended segi cerita recommended
2535,[],
2536,"['sakit', 'powercreep', 'gila']",sakit powercreep gila
2537,"['yah', 'banyak', 'ngeluh', 'gapapa', 'juang', 'castorice', 'tinggal', 'gachalah']",yah banyak ngeluh gapapa juang castorice tinggal gachalah
2538,"['pikirin', 'player', 'gabung', 'iya', 'player', 'hsr', 'tinggal', 'banner', 'chastorise', 'gembel', 'parah', 'char', 'char', 'patch', 'bawah', 'standart', 'selection', 'sia', 'sia', 'nabung', 'patch', 'patch']",pikirin player gabung iya player hsr tinggal banner chastorise gembel parah char char patch bawah standart selection sia sia nabung patch patch
2539,"['admin', 'global', 'pasif', 'hapus', 'bintang']",admin global pasif hapus bintang
2540,"['bilang', 'rakus', 'mental', 'miskin', 'tau', 'miskin', 'mending', 'fokus', 'kerja', 'tau', 'tu', 'bbn', 'keluarga', 'tambah', 'mending', 'kerja', 'gausah', 'asik', 'rating', 'karbit', 'fomo', 'kasih', 'event', 'ver', 'enak', 'ubah', 'player', 'suka', 'powercrep', 'gila', 'mending', 'ganti', 'aj']",bilang rakus mental miskin tau miskin mending fokus kerja tau tu bbn keluarga tambah mending kerja gausah asik rating karbit fomo kasih event ver enak ubah player suka powercrep gila mending ganti aj
2541,[],
2542,"['mantaaap', 'mantappp', 'kerennnnnnn']",mantaaap mantappp kerennnnnnn
2543,['buruk'],buruk
2544,"['halah', 'tinggal', 'enjoy', 'jir', 'f', 'p', 'ngerasa', 'rugi', 'kn', 'luu', 'yeuu', 'aj', 'f', 'p', 'tunggu', 'tuh', 'chara', 'bantu', 'moc', 'dll', 'klean', 'aj', 'investasi', 'k', 'banner', 'huuu', 'hoyo', 'ekplor', 'pasar', 'chara', 'tambah', 'tau', 'dasar']",halah tinggal enjoy jir f p ngerasa rugi kn luu yeuu aj f p tunggu tuh chara bantu moc dll klean aj investasi k banner huuu hoyo ekplor pasar chara tambah tau dasar
2545,"['cuman', 'nama', 'powercreep', 'okay', 'mudah', 'player', 'bosan', 'event', 'lancar', 'harap', 'kembang', 'event', 'banyak', 'developer', 'tahan', 'bansos', 'sekian']",cuman nama powercreep okay mudah player bosan event lancar harap kembang event banyak developer tahan bansos sekian
2546,"['update', 'annive', 'bansos', 'rating', 'hsr', 'b', 'orang', 'orang', 'fomo', 'suka', 'bansos', 'aneh']",update annive bansos rating hsr b orang orang fomo suka bansos aneh
2547,"['rate', 'bintang', 'suami', 'ku', 'mydei', 'lc', 'wahahahahaha', 'rate', 'bintang', 'stres', 'gimana', 'global', 'passive', 'sampe', 'segitunya']",rate bintang suami ku mydei lc wahahahahaha rate bintang stres gimana global passive sampe segitunya
2548,"['main', 'f', 'p', 'yapping']",main f p yapping
2549,"['bintang', 'global', 'passive', 'bro', 'story', 'pvp', 'nikmat', 'storyline', 'alur', 'cerita', 'genre', 'tema', 'turn', 'base', 'milik', 'open', 'world', 'picu', 'bosan', 'mending', 'nikmat', 'alur', 'woi', 'fandom', 'hsr', 'cap', 'el', 'protes', 'banyak', 'protes', 'fandom', 'hoyo']",bintang global passive bro story pvp nikmat storyline alur cerita genre tema turn base milik open world picu bosan mending nikmat alur woi fandom hsr cap el protes banyak protes fandom hoyo
2550,['fomo'],fomo
2551,"['gacha', 'ampas', 'mulu']",gacha ampas mulu
2552,"['segi', 'story', 'karakter', 'design', 'terus', 'hoyo']",segi story karakter design terus hoyo
2553,[],
2554,"['sesuai', 'tema', 'rpg', 'real', 'powercreep', 'gacha', 'depan', 'strategi', 'gacha', 'karakter', 'unik', 'asik', 'tambah', 'karakter', 'tarik', 'tarik', 'gacha', 'hadir', 'story', 'orang', 'buang', 'jam', 'jam', 'nikmat', 'story', 'kali', 'sukses']",sesuai tema rpg real powercreep gacha depan strategi gacha karakter unik asik tambah karakter tarik tarik gacha hadir story orang buang jam jam nikmat story kali sukses
2555,[],
2556,"['cosyumer', 'servicenya', 'bantu', 'balikin', 'akun', 'hilang', 'akun', 'hb', 'bukti', 'tetang', 'akun', 'owner', 'firat', 'owner', 'akun']",cosyumer servicenya bantu balikin akun hilang akun hb bukti tetang akun owner firat owner akun
2557,"['adakan', 'konser', 'anniversary']",adakan konser anniversary
2558,"['fitur', 'skip', 'story', 'fitur', 'skip']",fitur skip story fitur skip
2559,"['tarik', 'main']",tarik main
2560,"['rating', 'hsr', 'gwa']",rating hsr gwa
2561,"['rate', 'artefak', 'jelek']",rate artefak jelek
2562,"['dengar', 'komentar', 'main']",dengar komentar main
2563,"['karbit', 'bintang', 'loh', 'gacha', 'tu', 'castorice', 'kau', 'simpen']",karbit bintang loh gacha tu castorice kau simpen
2564,"['suka', 'karakter']",suka karakter
2565,[],
2566,"['powercreep', 'pikir', 'global', 'passive', 'castorice']",powercreep pikir global passive castorice
2567,[],
2568,['peak'],peak
2569,"['player', 'maen', 'rilis', 'kecewa', 'update', 'kemarin', 'update', 'kemarin', 'black', 'screen', 'grafik', 'ngeload', 'dll', 'bansos', 'bansos', 'jamin', 'b', 'butuh', 'bener', 'pikir', 'jnj', 'mati', 'developer']",player maen rilis kecewa update kemarin update kemarin black screen grafik ngeload dll bansos bansos jamin b butuh bener pikir jnj mati developer
2570,"['power', 'creep', 'lazy', 'scene', 'boring', 'story', 'boring', 'boss']",power creep lazy scene boring story boring boss
2571,"['bintang', 'global', 'passive', 'skill', 'issue', 'build', 'issue', 'minim', 'literasi', 'ngikut', 'trend', 'holy']",bintang global passive skill issue build issue minim literasi ngikut trend holy
2572,"['overall', 'suka', 'kli', 'bnr', 'suka', 'ama', 'development', 'design', 'karakter', 'mostly', 'stay', 'robin', 'castorice', 'aventurine', 'sunday', 'mydei', 'n', 'anaxa', 'ngerasa', 'global', 'passive', 'gede', 'idk', 'many', 'people', 'r', 'annoyed', 'anyway', 'continue', 'great', 'work', 'hoyoo']",overall suka kli bnr suka ama development design karakter mostly stay robin castorice aventurine sunday mydei n anaxa ngerasa global passive gede idk many people r annoyed anyway continue great work hoyoo
2573,[],
2574,[],
2575,"['tambah', 'fitur', 'tap', 'tap', 'karakter', 'bintang', 'karna', 'heng']",tambah fitur tap tap karakter bintang karna heng
2576,"['nikmatin', 'cocok', 'renti']",nikmatin cocok renti
2577,"['wkwkwkw', 'ngakak', 'lihat', 'bombing', 'rating', 'suka', 'tinggal', 'uninstall', 'simple', 'msih', 'nikmatin', 'jan', 'nyocot', 'tinggal']",wkwkwkw ngakak lihat bombing rating suka tinggal uninstall simple msih nikmatin jan nyocot tinggal
2578,"['moga', 'review', 'bomb', 'stop', 'karakter', 'pasif', 'global']",moga review bomb stop karakter pasif global
2579,"['bilang', 'hoyo', 'cerita', 'masterpiece']",bilang hoyo cerita masterpiece
2580,"['fitur', 'skip']",fitur skip
2581,['lelah'],lelah
2582,"['suka', 'powercreep', 'karakter', 'suka', 'tinggal', 'meta', 'harus', 'gacha', 'karakter', 'meta', 'tinggal', 'karakter', 'suka']",suka powercreep karakter suka tinggal meta harus gacha karakter meta tinggal karakter suka
2583,"['story', 'desain', 'karakter', 'peduli', 'peringkat', 'rendah', 'mainin', 'depan', 'hoyovers', 'dengar', 'main', 'jalan', 'lancar', 'turun', 'peringkat', 'rating']",story desain karakter peduli peringkat rendah mainin depan hoyovers dengar main jalan lancar turun peringkat rating
2584,"['suka', 'bangett', 'pribadi', 'nikmat', 'event', 'konten', 'puzzle', 'bosan', 'agam', 'senang', 'perhati', 'santai', 'tani', 'bantal', 'ku', 'tidur', 'really', 'stars', 'would', 'give', 'satisfactory', 'rating']",suka bangett pribadi nikmat event konten puzzle bosan agam senang perhati santai tani bantal ku tidur really stars would give satisfactory rating
2585,[],
2586,"['lelah', 'akun', 'sembuh', 'tmr', 'maen', 'kena', 'tmr']",lelah akun sembuh tmr maen kena tmr
2587,"['fomo', 'gara', 'gara', 'char', 'doang', 'begininy', 'tinggal', 'susah', 'aneh', 'emng', 'komunitas', 'hsr', 'nih', 'dikit', 'dikit', 'drama', 'ratting', 'biar', 'kasi', 'bansos', 'jalan', 'terusz', 'anniversary', 'char', 'limit', 'gratis', 'coba', 'fomo', 'build', 'issue', 'dang', 'mending']",fomo gara gara char doang begininy tinggal susah aneh emng komunitas hsr nih dikit dikit drama ratting biar kasi bansos jalan terusz anniversary char limit gratis coba fomo build issue dang mending
2588,"['lari', 'player', 'fomo']",lari player fomo
2589,[],
2590,['ngantuk'],ngantuk
2591,"['adakan', 'fitur', 'skip', 'story', 'player', 'akun', 'bosan', 'ngulang', 'story', 'story', 'amphoreus', 'cari', 'chest', 'sibuk', 'real', 'life', 'susah', 'libur', 'kerja', 'urus']",adakan fitur skip story player akun bosan ngulang story story amphoreus cari chest sibuk real life susah libur kerja urus
2592,[],
2593,"['milik', 'alam', 'senang', 'main', 'turn', 'base', 'mana', 'suka', 'turn', 'base', 'ubah', 'sudut', 'pandang', 'turn', 'base', 'cipta', 'ubah', 'sudut', 'padang', 'turn', 'base']",milik alam senang main turn base mana suka turn base ubah sudut pandang turn base cipta ubah sudut padang turn base
2594,"['plss', 'hilang']",plss hilang
2595,"['kurang', 'inflasi', 'darah', 'power', 'creep']",kurang inflasi darah power creep
2596,"['turut', 'banged', 'rilis', 'mantapp', 'pol', 'bintang']",turut banged rilis mantapp pol bintang
2597,"['ku', 'betah', 'dr', 'rilis', 'kompe', 'main', 'santai', 'btw', 'mihoyo', 'dengar', 'rate', 'b', 'sungguh', 'puja', 'belah', 'nikmat', 'kelas', 'hsr', 'nyantai']",ku betah dr rilis kompe main santai btw mihoyo dengar rate b sungguh puja belah nikmat kelas hsr nyantai
2598,"['powercreep', 'gila']",powercreep gila
2599,"['bintang', 'bintang']",bintang bintang
2600,"['moga', 'akun', 'nornn', 'menang', 'gacha', 'banner', 'castorice']",moga akun nornn menang gacha banner castorice
2601,"['inflation', 'gila', 'pikir']",inflation gila pikir
2602,"['tambah', 'fitur', 'ganti', 'gender', 'mc']",tambah fitur ganti gender mc
2603,['kikir'],kikir
2604,"['hsr', 'although', 'shame', 'used', 'savings', 'gacha', 'character', 'turns', 'handle', 'late', 'damage', 'produces', 'character', 'kafka', 'others', 'yeah', 'still', 'hoyo', 'sure', 'kinda', 'sad', 'thats', 'happen', 'get', 'happen', 'keep', 'work', 'hoyo']",hsr although shame used savings gacha character turns handle late damage produces character kafka others yeah still hoyo sure kinda sad thats happen get happen keep work hoyo
2605,"['turn', 'base', 'u', 'r', 'faster', 'mob', 'transaction']",turn base u r faster mob transaction
2606,"['rate', 'bombing', 'star', 'tuh', 'gasuka', 'gapunya', 'duit', 'gausah', 'biar', 'sistem', 'global', 'passive', 'rugi', 'ganggu', 'ancam', 'hsr', 'ilang', 'playstore', 'pc', 'epic', 'games', 'dll', 'gpp', 'pikirin', 'orang', 'sistem', 'global', 'passive', 'main', 'ribet', 'download', 'website', 'update']",rate bombing star tuh gasuka gapunya duit gausah biar sistem global passive rugi ganggu ancam hsr ilang playstore pc epic games dll gpp pikirin orang sistem global passive main ribet download website update
2607,"['event', 'ramah', 'kecuali', 'gacha']",event ramah kecuali gacha
2608,"['pokok', 'dengar', 'orang', 'orang', 'sengaja', 'memeberi', 'rating', 'bintang', 'hambat', 'device', 'terus', 'update', 'improve', 'story', 'pengaruh', 'orang', 'orang', 'fomo', 'memeberikan', 'rating', 'rendah', 'semagant', 'developer']",pokok dengar orang orang sengaja memeberi rating bintang hambat device terus update improve story pengaruh orang orang fomo memeberikan rating rendah semagant developer
