original_index,cleaned,normalized
17342,mantap gamenya turn base rpg yang gak bosenin ceritanya cukup menarik tapi emang kurangnya kadang abis update suka force close sendiri kurang optimal gitu seperti update genshin enkanomiya dulu wow sangat amat ngelag,mantap game nya turn base rpg yang tidak membuat bosan ceritanya cukup menarik tapi memang kurangnya kadang abis update suka force close sendiri kurang optimal gitu seperti update genshin enkanomiya dulu wow sangat amat ngelag
17343,ketika update kemarin byk mengalami bug seperti bicara kepada npc bicara kepada pom pom tiba nge freeze dan sekitar detikan langsung force close pdhal main game lain lancar aja pakai soc g mediatek,ketika update kemarin byk mengalami bug seperti bicara kepada npc bicara kepada pom pom tiba nge freeze dan sekitar detikan langsung force close pdhal main game lain lancar saja pakai soc tidak mediatek
17344,game bagus dan menarik good luar biasa kerenn,game bagus dan menarik good luar biasa kerenn
17345,best turnbase so far,best turnbase so far
17346,gamenya enak santai,game nya enak santai
17347,to much problem,to much problem
17348,bug,bug
17349,ga hoki,tidak hoki
17350,game rpg turnbase terbaik dh,game rpg turnbase terbaik sudah
17351,udah bagus dari segi gameplay ama grafik cuma pas gacha itu ada bug di mana seharusnya akun ku dapat lc dance dance dance malah gak muncul di enventory jadi tolong segera di perbaiki bug nya mihoyo,sudah bagus dari segi game play ama grafik cuma ketika gacha itu ada bug di mana seharusnya akun ku dapat lc dance dance dance malah tidak muncul di enventory jadi tolong segera di perbaiki bug nya mihoyo
17352,pity hijau terusss,pity hijau terusss
17353,dari segi cerita grafis maupun gameplay sgt bagus,dari segi cerita grafis maupun game play sgt bagus
17354,saran min kalau bisa kasih fitur memberi credit bahan syntesis dan lainnya sama fitur untuk profil dari berbagai negara jadinya enak untuk menambah teman jadi bisa tau teman yg kita add dari negara mana aja semoga dibaca,saran min kalau bisa kasih fitur memberi credit bahan syntesis dan lainnya sama fitur untuk profil dari berbagai negara jadinya enak untuk menambah teman jadi bisa tau teman yang kita add dari negara mana saja semoga dibaca
17355,nih game seru banget coy dari grafik yg memanjakan mata va nya jg mantap storynya yg seru karakternya yg keren di padukan dangan gameplay yg menarik dan skill yg bagus beh mantap dah,nih game seru sekali coy dari grafik yang memanjakan mata va nya juga mantap storynya yang seru karakternya yang keren di padukan dangan game play yang menarik dan skill yang bagus beh mantap sudah
17356,gamenya bagus,game nya bagus
17357,tolong kasih saya bailu,tolong kasih saya bailu
17358,lanjutkan,lanjutkan
17359,asli seru bgt gameplay seru cerita menarik battle mudah di pahami enak bgt maininnya gak nyesel download,asli seru sekali game play seru cerita menarik battle mudah di pahami enak sekali maininnya tidak nyesel download
17360,dah lah,sudah lah
17361,ngebug habis update waktu aplikasi patch force close,terjadi bug habis update waktu aplikasi patch force close
17362,bagus tapi yaaa cuma penyimpanan di hp ku aja yg ga tertolong,bagus tapi yaaa cuma penyimpanan di hp ku saja yang tidak tertolong
17363,stuck di setelah memuat data kereta apinya g gerak dan code di samping bawah jadi kotak kotak putih,stuck di setelah memuat data kereta apinya tidak gerak dan code di samping bawah jadi kotak kotak putih
17364,best game turn based i ve ever played,best game turn based i ve ever played
17365,too many materials to upgrade something to max level whether it is characters traces or relics but it gets better since the trailblazer power maximum capacity upgraded to genshin take a freaking note please the events are great the new characters are amazing great gacha system i got rate on in like banners straight and so on,too many materials to upgrade something to max level whether it is characters traces or relics but it gets better since the trailblazer power maximum capacity upgraded to genshin take a freaking note please the events are great the new characters are amazing great gacha system i got rate on in like banners straight and so on
17366,aku suka star rail,aku suka star rail
17367,keren,keren
17368,this game has a bug in loading screen players often can t login or update their game when they are using cellular data but it works when they are switching to wifi connections please fix this because i like playing and grinding some items in this game on my way to my work place and the public transportation like a bus and train that i used doesn t has wifi connection with them it is really annoying when we can t playing this game everywhere and everytime just because the bug,this game has a bug in loading screen players often can t login or update their game when they are using cellular data but it works when they are switching to wifi connections please fix this because i like playing and grinding some items in this game on my way to my work place and the public transportation like a bus and train that i used doesn t has wifi connection with them it is really annoying when we can t playing this game everywhere and everytime just because the bug
17369,story keren cuma lama banget update story map barunya,story keren cuma lama sekali update story map barunya
17370,bagus parahh,bagus parahh
17371,lagging for some device my device is poco x pro idk what the problem is but i dont have any trouble playing genshin impact with this device and it run smoothly even after the fontaine s update just when i came to play hsr i find out that it had some serious lag i hope the dev will optimize the game with certain device like what im experienced now,lagging for some device my device is poco x pro idk what the problem is but i dont have any trouble playing genshin impact with this device and it run smoothly even after the fontaine s update just when i came to play hsr i find out that it had some serious lag i hope the dev will optimize the game with certain device like what im experienced now
17372,the best turn base gaming,the best turn base gaming
17373,abis update jd sering force close jd kuturunin bintang,abis update jadi sering force close jadi kuturunin bintang
17374,game terbaik yang pernah saya mainkan ane sampai kecanduan sama nih game mantap bug putihnya sudah diperbaiki the best emang dah nih game dan kalo misi storynya lebih di perbanyak lagi dan kasih lebih banyak event biar nggak bosan kalo misi storynya sudah mentok,game terbaik yang pernah saya mainkan ane sampai kecanduan sama nih game mantap bug putihnya sudah diperbaiki the best memang sudah nih game dan kalau misi storynya lebih di perbanyak lagi dan kasih lebih banyak event biar tidak bosan kalau misi storynya sudah mentok
17375,bagus saya suka,bagus saya suka
17376,meh,meh
17377,udh beberapa kali mencoba untuk loading tapi force close tolong di kembangkan ya hoyoverse,sudah beberapa kali mencoba untuk loading tapi force close tolong di kembangkan ya hoyoverse
17378,gamenya seru banget kalian wajib coba kalau baca ratinangan ku apa lagi mihoyo baik banget makasih mihoyo udh bikin game sebagus ini dann kita bisa dapet karakter bintang dengan gacha kali aja please mihoyo kasih aku bailu atau himeko kalau kasih itu bukti mihoyo baik ayoo admin mihoyo bacain komen ku nama staleyya,game nya seru sekali kalian wajib coba kalau baca ratinangan ku apa lagi mihoyo baik sekali terima kasih mihoyo sudah buat game sebagus ini dann kita bisa dapat karakter bintang dengan gacha kali saja please mihoyo kasih aku bailu atau himeko kalau kasih itu bukti mihoyo baik ayoo admin mihoyo bacain komen ku nama staleyya
17379,fferdegd,fferdegd
17380,best ga kaya genshin,best tidak kaya genshin
17381,padahal gamenya bagus di hp ku macet di tambah lagi suka keluar sendiri to long lah developer,padahal game nya bagus di hp ku macet di tambah lagi suka keluar sendiri to long lah developer
17382,mau masuk selalu penuh walaupun udh di tunggu sampe sore pun tetap penuh bahkan jika bisa masuk mainnya cuma bisa bentar,mau masuk selalu penuh walaupun sudah di tunggu sampe sore pun tetap penuh bahkan jika bisa masuk mainnya cuma bisa bentar
17383,add fairies like in honkai to make it more interesting and funny,add fairies like in honkai to make it more interesting and funny
17384,rate gacha nya mantep,rate gacha nya mantap
17385,bagus dan seru bgt game nya,bagus dan seru sekali game nya
17386,saya sangat merekomendasikan game ini kepada para gamers yg suka strategi dan turn base rpg soalnya ini game berasa paket lengkap banget mulai dari map yg luas cerita yg bagus char grafik yg memanjakan mata dan masih banyak lagi pokoknya mantap,saya sangat merekomendasikan game ini kepada para gamers yang suka strategi dan turn base rpg soalnya ini game berasa paket lengkap sekali mulai dari map yang luas cerita yang bagus char grafik yang memanjakan mata dan masih banyak lagi pokoknya mantap
17387,bagus aja walaupun agak lag,bagus saja walaupun agak lag
17388,semenjak update terbaru jadi ga bisa login forceclose mulu game asu lah,semenjak update terbaru jadi tidak bisa login forceclose mulu game asu lah
17389,i want failed to join this game,i want failed to join this game
17390,great after the update it keeps forcing me out,great after the update it keeps forcing me out
17391,tutor main di hp kentang we,tutor main di hp kentang we
17392,,
17393,ehe,ehe
17394,banyak bansos mantap,banyak bansos mantap
17395,game scam welt gw e,game scam welt saya e
17396,knp saat mengaplikasikan update patch selalu keluar sndiri,kenapa saat mengaplikasikan update patch selalu keluar sndiri
17397,aku sukakkk karna ada mode auto nyaaa,aku sukakkk karna ada mode auto nyaaa
17398,gamenya sih bagus tapi karna masih baru jadi kontenya blom banyak jadi ujung nya gw balik main epic seven lagi,game nya sih bagus tapi karna masih baru jadi kontenya belum banyak jadi ujung nya saya balik main epic seven lagi
17399,di genshin tidak begini,di genshin tidak begini
17400,hokai saya setelah di update ko malah gabisa kebuka ya sering ke logout sendiri,hokai saya setelah di update ko malah gabisa kebuka ya sering ke logout sendiri
17401,dari segi manapun game ini bagus tapi sangat berat bagi mobile bahkan lebih berat dari genshin impack saat main gami ini frame drop nya lebih parah dari pada saat saya bermain genshin impack tolong untuk detailnya di kurangi lagi agar lebih ringan untuk mobile,dari segi manapun game ini bagus tapi sangat berat bagi mobile bahkan lebih berat dari genshin impack saat main gami ini frame drop nya lebih parah dari pada saat saya bermain genshin impack tolong untuk detailnya di kurangi lagi agar lebih ringan untuk mobile
17402,,
17403,bagus,bagus
17404,keren,keren
17405,updatenya gilak sama kayak download ulang dari awal,updatenya gilak sama seperti download ulang dari awal
17406,saya telah update versi terbaru ini tetapi saya mengalami masalah bug yaitu stuck di halaman dan tidak masuk ke dalam game saya telah menunggu telah lama saya harap segera di perbaiki secepatnya karena saya telah merelakan banyak kouta internet hanya satu game ini saja,saya telah update versi terbaru ini tetapi saya mengalami masalah bug yaitu stuck di halaman dan tidak masuk ke dalam game saya telah menunggu telah lama saya harap segera di perbaiki secepatnya karena saya telah merelakan banyak kouta internet hanya satu game ini saja
17407,ini game udah bagus banget tapi masalahnya lebih berat dari genshin impact padahal saya main genshin impact enggak frame drop tapi main game ini selalu frame di mohon kan untuk developer nya ini game di optimal kan lagi,ini game sudah bagus sekali tapi masalahnya lebih berat dari genshin impact padahal saya main genshin impact enggak frame drop tapi main game ini selalu frame di mohon kan untuk developer nya ini game di optimal kan lagi
17408,bagus bangettt,bagus bangettt
17409,i luv this game,i luv this game
17410,akhirnya update juga danheng bintang,akhirnya update juga danheng bintang
17411,kenapa game saya ada sistem eror,kenapa game saya ada sistem eror
17412,anjr ini game ga terduga bgt bgs bgt ga kalah bagus sm genshin jujur ini game buat w nostalgia,anjr ini game tidak terduga sekali bagus sekali tidak kalah bagus sama genshin jujur ini game buat saya nostalgia
17413,game nya loading nya lama banget mana udah ngehapus semua aplikasi demi download ginian jadi nyesel download ini,game nya loading nya lama sekali mana sudah ngehapus semua aplikasi demi download ginian jadi nyesel download ini
17414,kenapa ga bisa masuk ke gamenya sudah dibagikan loading screen langsung tiba tiba keluar sendiri posisi baru main lagi terus baru update aplikasi selesai update langsung kejadian spt yg diatas,kenapa tidak bisa masuk ke game nya sudah dibagikan loading screen langsung tiba tiba keluar sendiri posisi baru main lagi terus baru update aplikasi selesai update langsung kejadian seperti yang diatas
